,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
111,0.008974648,0.000629922,0.002793026,0.000746914,10,3,auto,sigmoid,"{'C': 10, 'degree': 3, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.704081633,0.683673469,0.744897959,0.704081633,0.744897959,0.716326531,0.024489796,71
118,0.013159275,0.000762781,0.005589724,0.000483259,10,4,auto,rbf,"{'C': 10, 'degree': 4, 'gamma': 'auto', 'kernel': 'rbf'}",0.693877551,0.683673469,0.755102041,0.704081633,0.744897959,0.716326531,0.028425282,71
119,0.008981991,0.001086131,0.003783417,0.000384238,10,4,auto,sigmoid,"{'C': 10, 'degree': 4, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.704081633,0.683673469,0.744897959,0.704081633,0.744897959,0.716326531,0.024489796,71
1,0.010172462,0.000976922,0.003191853,0.000398922,0.5,2,scale,poly,"{'C': 0.5, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",0.714285714,0.683673469,0.714285714,0.724489796,0.734693878,0.714285714,0.017074694,77
30,0.01197257,0.000886618,0.005974865,1.49E-05,1,2,auto,rbf,"{'C': 1, 'degree': 2, 'gamma': 'auto', 'kernel': 'rbf'}",0.714285714,0.673469388,0.755102041,0.704081633,0.714285714,0.712244898,0.026135201,78
38,0.01175704,0.000393854,0.005995178,0.000622246,1,3,auto,rbf,"{'C': 1, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf'}",0.714285714,0.673469388,0.755102041,0.704081633,0.714285714,0.712244898,0.026135201,78
46,0.012565851,0.001002941,0.005787945,0.000394438,1,4,auto,rbf,"{'C': 1, 'degree': 4, 'gamma': 'auto', 'kernel': 'rbf'}",0.714285714,0.673469388,0.755102041,0.704081633,0.714285714,0.712244898,0.026135201,78
74,0.012166595,0.000399427,0.005586386,0.000477752,5,2,scale,rbf,"{'C': 5, 'degree': 2, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.673469388,0.755102041,0.704081633,0.724489796,0.712244898,0.026920216,81
82,0.012564516,0.000782494,0.004999113,0.000892324,5,3,scale,rbf,"{'C': 5, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.673469388,0.755102041,0.704081633,0.724489796,0.712244898,0.026920216,81
90,0.012764215,0.001160251,0.005586767,0.000478741,5,4,scale,rbf,"{'C': 5, 'degree': 4, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.673469388,0.755102041,0.704081633,0.724489796,0.712244898,0.026920216,81
25,0.010573149,0.000489302,0.002791166,0.000400782,1,2,scale,poly,"{'C': 1, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",0.704081633,0.673469388,0.734693878,0.704081633,0.734693878,0.710204082,0.022908106,84
50,0.012366438,0.001347639,0.005590534,0.000493129,2,2,scale,rbf,"{'C': 2, 'degree': 2, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.683673469,0.724489796,0.693877551,0.744897959,0.710204082,0.021980265,84
57,0.010365963,0.000492429,0.002799034,0.000389397,2,3,scale,poly,"{'C': 2, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.693877551,0.673469388,0.765306122,0.693877551,0.724489796,0.710204082,0.032008953,84
58,0.012172556,0.000751653,0.00459342,0.000793717,2,3,scale,rbf,"{'C': 2, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.683673469,0.724489796,0.693877551,0.744897959,0.710204082,0.021980265,84
66,0.012356186,0.000487337,0.004597902,0.000788778,2,4,scale,rbf,"{'C': 2, 'degree': 4, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.683673469,0.724489796,0.693877551,0.744897959,0.710204082,0.021980265,84
133,0.010370588,0.000785447,0.003601789,0.000790402,50,3,auto,poly,"{'C': 50, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly'}",0.734693878,0.673469388,0.744897959,0.673469388,0.724489796,0.710204082,0.030680197,84
2,0.011570787,0.000804795,0.005383778,0.000786299,0.5,2,scale,rbf,"{'C': 0.5, 'degree': 2, 'gamma': 'scale', 'kernel': 'rbf'}",0.734693878,0.683673469,0.714285714,0.683673469,0.724489796,0.708163265,0.02101149,90
10,0.012379503,0.000492493,0.005583811,0.000476044,0.5,3,scale,rbf,"{'C': 0.5, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf'}",0.734693878,0.683673469,0.714285714,0.683673469,0.724489796,0.708163265,0.02101149,90
18,0.012776995,0.000742171,0.005773449,0.000394135,0.5,4,scale,rbf,"{'C': 0.5, 'degree': 4, 'gamma': 'scale', 'kernel': 'rbf'}",0.734693878,0.683673469,0.714285714,0.683673469,0.724489796,0.708163265,0.02101149,90
33,0.009987307,1.30E-05,0.003376484,0.000490151,1,3,scale,poly,"{'C': 1, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.704081633,0.673469388,0.734693878,0.683673469,0.734693878,0.706122449,0.025325865,93
65,0.010967445,0.000631521,0.002595282,0.000790743,2,4,scale,poly,"{'C': 2, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",0.714285714,0.663265306,0.744897959,0.693877551,0.714285714,0.706122449,0.026920216,93
89,0.011568642,0.000500835,0.002196074,0.000399125,5,4,scale,poly,"{'C': 5, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",0.714285714,0.663265306,0.744897959,0.693877551,0.714285714,0.706122449,0.026920216,93
113,0.009970379,0.000638454,0.003400278,0.000481722,10,4,scale,poly,"{'C': 10, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",0.714285714,0.663265306,0.744897959,0.693877551,0.714285714,0.706122449,0.026920216,93
125,0.010385323,0.000476329,0.003776598,0.000404503,50,2,auto,poly,"{'C': 50, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly'}",0.693877551,0.673469388,0.734693878,0.693877551,0.734693878,0.706122449,0.024489796,93
137,0.009952211,9.96E-06,0.00339632,0.000505034,50,4,scale,poly,"{'C': 50, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",0.714285714,0.663265306,0.744897959,0.693877551,0.714285714,0.706122449,0.026920216,93
161,0.009960842,0.001106796,0.002200365,0.000382372,100,4,scale,poly,"{'C': 100, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",0.714285714,0.663265306,0.744897959,0.693877551,0.714285714,0.706122449,0.026920216,93
17,0.010576105,0.001342604,0.003186703,0.000740419,0.5,4,scale,poly,"{'C': 0.5, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",0.693877551,0.683673469,0.744897959,0.704081633,0.704081633,0.706122449,0.020812325,100
98,0.012564945,0.000476166,0.005197239,0.000751256,10,2,scale,rbf,"{'C': 10, 'degree': 2, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.663265306,0.734693878,0.693877551,0.724489796,0.704081633,0.024994793,101
106,0.012570715,0.001014515,0.004788399,0.000739924,10,3,scale,rbf,"{'C': 10, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.663265306,0.734693878,0.693877551,0.724489796,0.704081633,0.024994793,101
114,0.017348003,0.005838854,0.005983782,0.000630526,10,4,scale,rbf,"{'C': 10, 'degree': 4, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.663265306,0.734693878,0.693877551,0.724489796,0.704081633,0.024994793,101
122,0.012973166,0.00108177,0.005582952,0.000488851,50,2,scale,rbf,"{'C': 50, 'degree': 2, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.663265306,0.734693878,0.693877551,0.724489796,0.704081633,0.024994793,101
126,0.0125669,0.000783781,0.004996395,0.000896396,50,2,auto,rbf,"{'C': 50, 'degree': 2, 'gamma': 'auto', 'kernel': 'rbf'}",0.683673469,0.673469388,0.724489796,0.683673469,0.755102041,0.704081633,0.030950512,101
130,0.012377071,0.000479523,0.004987526,0.000878232,50,3,scale,rbf,"{'C': 50, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.663265306,0.734693878,0.693877551,0.724489796,0.704081633,0.024994793,101
134,0.012965393,0.000622333,0.005579138,0.000496735,50,3,auto,rbf,"{'C': 50, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf'}",0.683673469,0.673469388,0.724489796,0.683673469,0.755102041,0.704081633,0.030950512,101
138,0.013360405,0.001355767,0.00479188,0.000748704,50,4,scale,rbf,"{'C': 50, 'degree': 4, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.663265306,0.734693878,0.693877551,0.724489796,0.704081633,0.024994793,101
142,0.012381983,0.000475786,0.004981041,0.000640056,50,4,auto,rbf,"{'C': 50, 'degree': 4, 'gamma': 'auto', 'kernel': 'rbf'}",0.683673469,0.673469388,0.724489796,0.683673469,0.755102041,0.704081633,0.030950512,101
146,0.01336689,0.001010758,0.005177927,0.000403622,100,2,scale,rbf,"{'C': 100, 'degree': 2, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.663265306,0.734693878,0.693877551,0.724489796,0.704081633,0.024994793,101
154,0.011568356,0.000488871,0.004786873,0.000386344,100,3,scale,rbf,"{'C': 100, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.663265306,0.734693878,0.693877551,0.724489796,0.704081633,0.024994793,101
162,0.011568832,0.000511257,0.004588652,0.000475947,100,4,scale,rbf,"{'C': 100, 'degree': 4, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.663265306,0.734693878,0.693877551,0.724489796,0.704081633,0.024994793,101
41,0.010975981,0.000629965,0.002394438,0.000488521,1,4,scale,poly,"{'C': 1, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",0.704081633,0.663265306,0.744897959,0.693877551,0.704081633,0.702040816,0.026135201,113
73,0.010775185,0.000754241,0.003586102,0.000494954,5,2,scale,poly,"{'C': 5, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",0.683673469,0.673469388,0.724489796,0.673469388,0.755102041,0.702040816,0.03252526,113
9,0.009774256,0.000385746,0.003389454,0.000500603,0.5,3,scale,poly,"{'C': 0.5, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.704081633,0.663265306,0.714285714,0.693877551,0.724489796,0.7,0.02101149,115
49,0.009569216,0.0004846,0.003385401,0.000483328,2,2,scale,poly,"{'C': 2, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",0.693877551,0.673469388,0.704081633,0.683673469,0.744897959,0.7,0.024659277,115
81,0.011374903,0.000484227,0.002787209,0.000737932,5,3,scale,poly,"{'C': 5, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.693877551,0.663265306,0.744897959,0.693877551,0.704081633,0.7,0.026294079,115
105,0.011186457,0.000736651,0.002982187,0.000875722,10,3,scale,poly,"{'C': 10, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.693877551,0.663265306,0.744897959,0.693877551,0.704081633,0.7,0.026294079,115
129,0.010372066,0.000500302,0.003385782,0.000505148,50,3,scale,poly,"{'C': 50, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.693877551,0.663265306,0.744897959,0.693877551,0.704081633,0.7,0.026294079,115
149,0.00958128,0.000493791,0.002785921,0.000980697,100,2,auto,poly,"{'C': 100, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly'}",0.704081633,0.673469388,0.704081633,0.673469388,0.744897959,0.7,0.026294079,115
150,0.01196456,0.000906619,0.004393148,0.000807216,100,2,auto,rbf,"{'C': 100, 'degree': 2, 'gamma': 'auto', 'kernel': 'rbf'}",0.673469388,0.683673469,0.714285714,0.673469388,0.755102041,0.7,0.031351615,115
153,0.011560059,0.002724672,0.002403784,0.000481107,100,3,scale,poly,"{'C': 100, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.693877551,0.663265306,0.744897959,0.693877551,0.704081633,0.7,0.026294079,115
158,0.011771774,0.000740984,0.004982901,1.38E-05,100,3,auto,rbf,"{'C': 100, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf'}",0.673469388,0.683673469,0.714285714,0.673469388,0.755102041,0.7,0.031351615,115
166,0.012355995,0.000803695,0.004592943,0.000785089,100,4,auto,rbf,"{'C': 100, 'degree': 4, 'gamma': 'auto', 'kernel': 'rbf'}",0.673469388,0.683673469,0.714285714,0.673469388,0.755102041,0.7,0.031351615,115
97,0.010365915,0.00080154,0.003390932,0.000798571,10,2,scale,poly,"{'C': 10, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",0.683673469,0.673469388,0.714285714,0.693877551,0.724489796,0.697959184,0.018925752,125
121,0.011774635,0.000401956,0.002387476,0.000493622,50,2,scale,poly,"{'C': 50, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",0.683673469,0.673469388,0.714285714,0.693877551,0.724489796,0.697959184,0.018925752,125
145,0.011373663,0.000475658,0.002794266,0.000966984,100,2,scale,poly,"{'C': 100, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",0.683673469,0.673469388,0.714285714,0.693877551,0.724489796,0.697959184,0.018925752,125
26,0.012361288,0.000493401,0.004997969,0.000637898,1,2,scale,rbf,"{'C': 1, 'degree': 2, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.663265306,0.704081633,0.693877551,0.724489796,0.697959184,0.019995835,128
34,0.011581373,0.000476218,0.005163193,0.000410319,1,3,scale,rbf,"{'C': 1, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.663265306,0.704081633,0.693877551,0.724489796,0.697959184,0.019995835,128
42,0.011755657,0.000404332,0.005197239,0.000405721,1,4,scale,rbf,"{'C': 1, 'degree': 4, 'gamma': 'scale', 'kernel': 'rbf'}",0.704081633,0.663265306,0.704081633,0.693877551,0.724489796,0.697959184,0.019995835,128
157,0.010173559,0.000412615,0.002392864,0.000476541,100,3,auto,poly,"{'C': 100, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly'}",0.704081633,0.663265306,0.714285714,0.683673469,0.704081633,0.693877551,0.018253616,131
31,0.012222338,0.000912257,0.003535223,0.000687396,1,2,auto,sigmoid,"{'C': 1, 'degree': 2, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.704081633,0.693877551,0.683673469,0.683673469,0.683673469,0.689795918,0.008163265,132
39,0.011558676,0.000804684,0.00379591,0.000748376,1,3,auto,sigmoid,"{'C': 1, 'degree': 3, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.704081633,0.693877551,0.683673469,0.683673469,0.683673469,0.689795918,0.008163265,132
47,0.011561584,0.000483617,0.00319252,0.000384668,1,4,auto,sigmoid,"{'C': 1, 'degree': 4, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.704081633,0.693877551,0.683673469,0.683673469,0.683673469,0.689795918,0.008163265,132
6,0.011750031,0.000734656,0.006199884,0.000742087,0.5,2,auto,rbf,"{'C': 0.5, 'degree': 2, 'gamma': 'auto', 'kernel': 'rbf'}",0.704081633,0.683673469,0.683673469,0.683673469,0.693877551,0.689795918,0.008163265,135
14,0.012350368,0.000479807,0.006210279,0.000746017,0.5,3,auto,rbf,"{'C': 0.5, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf'}",0.704081633,0.683673469,0.683673469,0.683673469,0.693877551,0.689795918,0.008163265,135
22,0.012570381,0.0004715,0.006178188,0.000755348,0.5,4,auto,rbf,"{'C': 0.5, 'degree': 4, 'gamma': 'auto', 'kernel': 'rbf'}",0.704081633,0.683673469,0.683673469,0.683673469,0.693877551,0.689795918,0.008163265,135
77,0.010577726,0.000479853,0.003385925,0.000773422,5,2,auto,poly,"{'C': 5, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly'}",0.704081633,0.673469388,0.714285714,0.663265306,0.683673469,0.687755102,0.018925752,138
75,0.006385517,0.000482805,0.003000021,0.000627326,5,2,scale,sigmoid,"{'C': 5, 'degree': 2, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.714285714,0.663265306,0.663265306,0.663265306,0.704081633,0.681632653,0.022725569,139
83,0.00638113,0.000486926,0.002599049,0.000484527,5,3,scale,sigmoid,"{'C': 5, 'degree': 3, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.714285714,0.663265306,0.663265306,0.663265306,0.704081633,0.681632653,0.022725569,139
91,0.006382847,0.000488597,0.003191662,0.000399614,5,4,scale,sigmoid,"{'C': 5, 'degree': 4, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.714285714,0.663265306,0.663265306,0.663265306,0.704081633,0.681632653,0.022725569,139
99,0.006183243,0.000748383,0.002990913,0.000629701,10,2,scale,sigmoid,"{'C': 10, 'degree': 2, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.693877551,0.642857143,0.683673469,0.704081633,0.683673469,0.681632653,0.020812325,139
